Ruta,OperadOR,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,Año_colision,mes_colision,nuevo_id
"Columbus, Ohio",Slick Airways,Curtiss C-46E,2,0,2,2,0,2,0,1948,5,3783
"Near Bovingdon, England",Air Transport Charter,Douglas C-47A,4,0,4,3,0,3,0,1948,5,3782
"Khabarovsk, Russia",Aeroflot,Douglas C-47,9,5,4,8,4,4,0,1948,5,3781
"Albacete, Spain",Alpha Airways,Handley Page Halifax C-8,4,0,4,4,0,4,1,1948,5,3780
Isle of Man,Hargreaves Airways,de Havilland DH-89A Dragon Rapide,8,7,1,6,5,1,0,1948,6,3779
"Mount Carmel, Pennsylvania",United Air Lines,Douglas DC-6,43,39,4,43,39,4,0,1948,6,3778
"Over the Pearl River, China",Cathy Pacific,PBY Catalina,26,23,3,25,22,3,0,1948,6,3777
"Maiquetia, Venezuela",Linea Aeropostal Venezolana,Douglas DC-3,17,14,3,1,0,1,0,1948,6,3776
"Keerbergen, Belgium",Avio Linee Italiane,Fiat G.212CP,12,7,5,8,4,4,0,1948,7,3775
"Northolt, Middlesex, England",Scandinavian Airlines (SAS),Douglas DC-6 / RAF York,39,26,13,39,26,13,0,1948,7,3774
"Djiring, French Indo-China",Aigle Azur,Douglas DC-3,16,13,3,16,13,3,0,1948,7,3773
"Belem, Brazil",Aerovias Brasil,Douglas C-47A,5,2,3,5,2,3,0,1948,7,3772
Pacific Ocean between Hong Kong and Macao,Cathay Pacific Airways,Consolidated OA-10 Catalina,26,23,3,25,22,3,0,1948,7,3771
"Cap-des-Rosiers, Quebec, Canada",Rimouski Airlines,Douglas DC-3,29,27,2,29,27,2,0,1948,7,3770
"Buenos Aires, Argentina",ALFA,Short Sandringham 2 (flying boat),24,18,6,18,16,2,0,1948,7,3769
"Tsingtao, China",Civil Air Transport,Curtiss C-46D-20-CU,19,16,3,19,16,3,0,1948,7,3768
"Karachi, Pakistan",Onzeair,Avro 691 Lancastrian (flying boat),4,0,4,4,0,4,0,1948,8,3767
"1,200 miles off Dakar, Atlantic Ocean",Air France,Latecoere 631 (flying boat),52,40,12,52,40,12,0,1948,8,3766
"Port Underwood, New Zealand",New Zealand National Airways,Douglas C-47B,2,0,2,2,0,2,0,1948,8,3765
"La Guaira, Venezuela",Avensa,Douglas C-47A,3,0,3,3,0,3,0,1948,8,3764
"Near Winona, Minnesota",Northwest Orient Airlines,Martin 202,37,33,4,37,33,4,0,1948,8,3763
"Near Elizabethville, Belgium Congo",Sabena,Douglas DC-3 (Douglas C-47A-10-DK),13,10,3,13,10,3,0,1948,8,3762
"Near Quirindi, Australia",Australian National Airways,Douglas DC-3,13,10,3,13,10,3,0,1948,9,3761
"Balkhash, Kazakhstan",Aeroflot,Lisunov LI-2,15,11,4,15,11,4,0,1948,9,3760
"Near Trondheim, Norway",Norwegian Airlines,Short Sandringham 6 (flying boat),45,38,7,19,16,3,0,1948,10,3759
"Near Yevlakh, Azerbaijan, USSR",Aeroflot,Ilyushin Il12,10,4,6,10,4,6,0,1948,10,3758
"Prestwick Airport, Scotland",KLM Royal Dutch Airlines,Lockheed 049-46-25 Constellation,40,30,10,40,30,10,0,1948,10,3757
"Mt. Ruapehu, New Zealand",New Zealand National Airways,Lockheed 10A Electra,13,10,3,13,10,3,0,1948,10,3756
"Georgian SSR, USSR",Aerflot,Lisunov Li-2,18,14,4,18,14,4,0,1948,10,3755
"Near Edmonton, Alberta, Canada",Northwest Orient Airlines,Douglas C-54A,5,0,5,2,0,2,0,1948,10,3754
"Near Glossop, England",Military - U.S. Air Force,Boeing B-29A Superfortress,13,0,13,13,0,13,0,1948,11,3753
"Cape Spencer, Alaska",Pacific Alaska Air Freight,Douglas DC-3,17,15,2,17,15,2,0,1948,11,3752
"Mt. Macedon, Australia",Australian National Airways,Douglas DC-3,23,19,4,3,0,3,0,1948,11,3751
"Liverpool, England",Mannin Airways,de Havilland DH-89A Dragon Rapide,8,6,2,7,5,2,0,1948,11,3750
"Vehari, Pakistan",Pakistan Airways,Douglas DC-3,21,16,5,21,16,5,0,1948,11,3749
"Kiangwan, China",Central Air Transport,Curtiss C-46,40,37,3,9,7,2,0,1948,12,3748
"Milan, Italy","Avio Linee Italiane
Avio Linee Italiane",Douglas C-47,7,6,1,7,6,1,0,1948,12,3747
"Taipei, Taiwan",China National Aviation Corporation,Douglas DC-3,10,8,2,2,0,2,0,1948,12,3746
"Near Bogata, Colombia",LANSA,Douglas C-47,30,27,3,30,27,3,0,1948,12,3745
"Near Pilos, Greece",Ceskoslovenske Aerolinie,Douglas DC-3,24,19,5,24,19,5,0,1948,12,3744
"Basalt Island, Hong Kong",China National Aviation Corporation,Douglas C-54B-5-DO,33,29,4,33,29,4,0,1948,12,3743
"Near Madrid, Spain",Iberia Airlines,Douglas DC-3 (C-47-DL),27,24,3,27,24,3,0,1948,12,3742
"Off San Juan, Puerto Rico",Airborne Transport,Douglas DC-3DST,32,29,3,32,29,3,0,1948,12,3741
"Mt. Argentari, Italy",Pan African Air Charter,Douglas DC-3,13,8,5,13,8,5,0,1948,12,3740
"Seattle, Washington",Seattle Air Charter,Douglas DC-3 (C-47A-DL),30,27,3,14,11,3,0,1949,1,3739
"Caravelas Bay, Brazil",British South American Airways,Avro 685 York 1,17,11,6,3,3,0,0,1949,1,3738
"Brandywine, Maryland",Coastal Cargo,Douglas C-47A,2,0,2,2,0,2,0,1949,1,3737
"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,Lockheed 18 Lodestar,12,8,4,12,8,4,0,1949,1,3736
"Near Srinagar, India",Dalmia Jain Airways,Douglas DC-3,13,4,9,13,4,9,0,1949,1,3735
"Atlantic Ocean, off Bermuda",British South American Airways,Avro 688 Tudor 4B,20,13,7,20,13,7,0,1949,1,3734
"Near Succoth Glen, Lochgoilhead, Scotland",Military - U.S. Air Force,Boeing B-29A Superfortress,20,16,4,20,16,4,0,1949,1,3733
"Homer, Alaska",Alaska Airlines,Douglas DC-3C,6,3,3,5,3,2,0,1949,1,3732
"Port Washington, New York",Pan American World Airways,Lockheed L-749 / Cessna 140,35,23,12,2,1,1,0,1949,1,3731
"Castel Benito, Libya",Skyways of London,Douglas C-54A-1-DO Skymaster,53,44,9,1,0,1,0,1949,2,3730
"Buenaventura Bay, Colombia",AVIANCA,Consolidated PBY-5A Catalina,14,10,4,3,1,2,0,1949,2,3729
"Off Copenhagen, Denmark",Scandinavian Airlines (SAS),Vickers 628 Viking 1B,27,23,4,27,23,4,0,1949,2,3728
"Near Huanuco, Peru",Faucett,Douglas DC-3,16,13,3,16,13,3,0,1949,2,3727
"Near Coventry, Warks, England",British European Airways / Military - British,Douglas DC-3 / Avro Anson,14,6,8,14,6,8,0,1949,2,3726
"Near Cuzco, Peru",TAM (Peru),Douglas C-47,26,22,4,22,20,2,0,1949,2,3725
"Braemar Resevoir, Hong Kong",Cathay Pacific Airways,Douglas DC-3,23,19,4,23,19,4,0,1949,2,3724
"Coolangatta, Australia",Queensland Airlines,Lockheed 18 Lodestar,22,19,3,22,19,3,0,1949,3,3723
"Berlin, Germany",Skyways,Avro 685 York I,3,0,3,3,0,3,0,1949,3,3722
"Near Waikanae, New Zealand",New Zealand National Airways,Lockheed 18 Lodestar,15,13,2,15,13,2,0,1949,3,3721
"Near Mironovo, Russia",Aeroflot,Lisunov Li-2,24,18,6,14,11,3,0,1949,4,3720
"Superga, Italy",Avio Linee Italiane,FIAT G-212CP,31,27,4,31,27,4,0,1949,5,3719
"Near Portland, Dorset, England",Bristop Aeroplane Company,Bristol 170 Freighter 31 Mark II,7,0,7,7,0,7,0,1949,5,3718
"Sibuyan Sea, off the Philippine island of Elalat",Philippine Air Lines,Douglas DC-3,13,10,3,13,10,3,0,1949,5,3717
"Near  Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,25,20,5,25,20,5,0,1949,5,3716
"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,Douglas DC-3,22,18,4,22,18,4,0,1949,6,3715
"Near Florianpolis, Brazil",Military - Brazilian Air Force,Douglas C-47B,27,21,6,27,21,6,0,1949,6,3714
"San Juan, Puerto Rico",Strato Freight,Curtiss C-46D-5-CU,81,75,6,53,52,1,0,1949,6,3713
"Off Bari, Italy",KLM Royal Dutch Airlines,Lockheed 749-79-33 Constellation,33,23,10,33,23,10,0,1949,6,3712
"Near Guildford, Australia",Mac Roberston-Miller Airlines,Douglas C-47A-20-DL,18,14,4,18,14,4,0,1949,7,3711
"Chatsworth, California",Standard Airlines,Curtiss C-46E-1-CS,48,44,4,35,32,3,0,1949,7,3710
"Near Bombay, India",KLM Royal Dutch Airlines,Lockheed L-749-79-33 Constellation,45,34,11,45,34,11,0,1949,7,3709
"Seattle, Washington",Air Transport Associates,Curtiss C-46F-1-CU,32,28,4,2,2,0,4,1949,7,3708
"Marga, Russia",Aeroflot,Ilyushin IL-12,14,8,6,13,8,5,0,1949,7,3707
"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,16,12,4,16,12,4,0,1949,7,3706
"Jaquirana, Brazil",Varig,Curtiss C-46D-10-CU,36,30,6,5,4,1,0,1949,8,3705
"Salasaca, Ecuador",Shell Co of Ecuador,Bristol 170 Freighter 21,34,31,3,34,31,3,0,1949,8,3704
"Near Bogota, Colombia",SAETA,Douglas C-47,32,29,3,32,29,3,0,1949,8,3703
"Off Lurga Point, Ireland",Transocean Air Lines,Douglas DC-3 (C-54A-DO),58,49,9,8,7,1,0,1949,8,3702
"Near Oldham, England",British European Airways,Douglas DC-3,32,29,3,24,21,3,0,1949,8,3701
"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,Consolidated Canso (amphibian),21,14,7,21,14,7,0,1949,8,3700
"Leopoldville, Zaire",Sabena,Douglas C-47B-5-DK,20,17,3,5,3,2,0,1949,8,3699
"Sault-aux-Cochons, PQ, Canada",Canadian Pacific Air Lines,Douglas DC-3,23,19,4,23,19,4,0,1949,9,3698
"Mt. Popocatepetl, Mexico",Mexicana,Douglas DC-3,24,21,3,24,21,3,0,1949,9,3697
"Near Castilla, Argentina",Flota Aérea Mercante Argentina,Douglas C-54A-1-DO,27,20,7,5,2,3,0,1949,9,3696
"Cheyenne, Wyoming",Slick Airways,Curtiss C-46E-1-CS,4,2,2,4,2,2,0,1949,10,3695
"San Miguel Island, Azores",Air France,Lockheed 749-79-33 Constellation,48,37,11,48,37,11,0,1949,10,3694
"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Air Force,Douglas C-54B / P-38,55,51,4,55,51,4,0,1949,11,3693
"Akron, Ohio",Harrington's Inc,Douglas DC-3,3,0,3,3,0,3,0,1949,11,3692
"Calcutta, India",Royal Indian Air Force,Tempest,2,0,2,1,0,1,14,1949,11,3691
"Near Oslo, Norway",Aero Holland,Douglas C-47A,35,31,4,34,30,4,0,1949,11,3690
"Near Bucaramanga, Colombia",LANSA,Douglas DC-3,12,9,3,12,9,3,0,1949,11,3689
"Dallas, Texas",American Airlines,Douglas DC-6,46,41,5,28,26,2,0,1949,11,3688
"Chaleyssin, France",Air France,Douglas DC-4,38,33,5,5,1,4,0,1949,11,3687
"Taquaracucu, Brazil",REAL,Douglas DC-3 (C-47-DL),22,18,4,20,16,4,0,1949,12,3686
"Vallejo, California",Arrow Airlines,Douglas DC-3,9,6,3,9,6,3,0,1949,12,3685
"Near Lanchow, China",Civil Air Transport,Curtiss C-46D-CU,38,36,2,38,36,2,0,1949,12,3684
"Washington, D.C.",Capital Airlines,Douglas DC-3-313A,23,20,3,6,4,2,0,1949,12,3683
"Jungshahi, Pakistan",Pakair,Douglas DC-3,26,22,4,26,22,4,0,1949,12,3682
"Orizaba, Mexico",Mexicana,Douglas DC-3,17,13,4,17,13,4,0,1949,12,3681
"Aulnay-sous-Bois, France",Sabena,Douglas C-47A-60-DL,8,4,4,8,4,4,0,1949,12,3680
"Comilla, Pakistan",Bharat Airways,Douglas C-54A-DO,7,6,1,7,6,1,0,1949,12,3679
"Albacete, Spain",Ejercito del Aire,Casa 352,16,13,3,16,13,3,0,1950,1,3678
"Near Vacas, Bolivia",Military - Bolivian Air Force,Douglas C-47,32,28,4,32,28,4,1,1950,1,3677
"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Douglas C-47A-50-DL,14,11,3,14,11,3,0,1950,1,3676
"Iloilo,Philippines",Philippine Air Lines,Douglas DC-3,4,1,3,4,1,3,0,1950,1,3675
"Near Snag, Yukon Territory",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),44,36,8,44,36,8,0,1950,1,3674
North Sea,KLM Royal Dutch Airlines,Douglas DC-3,7,0,7,7,0,7,0,1950,2,3673
"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Douglas C-47A-15-DK,30,27,3,5,2,3,0,1950,2,3672
"Minneapolis, Minnesota",Northwest Orient Airlines,Martin 202,13,10,3,13,10,3,2,1950,3,3671
"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Bristol 170 Freighter 21,4,1,3,4,1,3,0,1950,3,3670
"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Avro 689 Tudor 5,83,78,5,80,75,5,0,1950,3,3669
"Ankara, Turkey",Devlet Hava Yollairi,Douglas DC-3,15,11,4,15,11,4,0,1950,3,3668
"Off Cap-Ferret, France",SEMAF,Latecoere 631 (sea plane),12,0,12,12,0,12,0,1950,3,3667
"Hatiara, India",Deccan Airways,Douglas C-47A,3,0,3,3,0,3,0,1950,4,3666
"Near Hastings, England",British European Airways,Vickers 610 Viking 1B,32,28,4,0,0,0,0,1950,4,3665
"Santa Ana, Colombia",Lineas Aéreas Nacionales,Douglas C-47 (DC-3),4,0,2,2,0,2,0,1950,4,3664
"Near Atsugi, Japan",Military - U.S. Air Force,Douglas C-54D,35,27,8,35,27,8,0,1950,4,3663
"Chimborazo, Ecuador",AVIANCA,Douglas C-47DL,15,12,3,15,12,3,0,1950,5,3662
"Lagens Air Force Base, Azores",Military - U.S. Air Force,Boeing B-29,16,5,11,16,5,11,0,1950,5,3661
"Myrtle Beach, South Carolina",Military - U.S. Air Force,Curtiss C-46D,39,35,4,39,35,4,0,1950,5,3660
"Near Pasto, Colombia",LANSA,Douglas C-47,27,24,3,26,23,3,0,1950,5,3659
"Teterboro, New Jersey",Regina Cargo Airlines,Curtiss C-46F-1-CU,2,0,2,1,0,1,0,1950,5,3658
"Near Ilheus, Brazil",Aerovias Brasil,Douglas DC-3,15,11,4,13,9,4,0,1950,5,3657
Atlantic Ocean off Florida,Westair Transport,Curtiss C-46-F-1-CU,65,62,3,28,28,0,0,1950,6,3656
"Near Fonseca, Colombia",New Tribes Mission,Douglas DC-3-178,15,12,3,15,12,3,0,1950,6,3655
Off Bahrain,Air France,Douglas DC-4-1009,52,44,8,46,40,6,0,1950,6,3654
Bahrain,Air France,Douglas DC-4,53,45,8,40,37,3,0,1950,6,3653
"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,Douglas DC-4,58,55,3,58,55,3,0,1950,6,3652
"York, Australia",Ansett ANA,Douglas DC-4-1009,29,24,5,29,24,5,0,1950,6,3651
"Busan, South Korea",Military - U.S. Air Force,Douglas C-54G,23,18,5,23,18,5,0,1950,7,3650
"Casablanca, Morocco",Aigle Azur,Douglas DC-3,29,25,4,22,18,4,0,1950,7,3649
"Near Pathankot, India",Indian National Airlines,Douglas DC-3,22,18,4,22,18,4,0,1950,7,3648
"Near Bocoio, Angola",DTA Angola Airlines,Douglas DC-3,9,6,3,9,6,3,0,1950,7,3647
"Myrtle Beach, North Carolina",Military - U.S. Air Force,Curtiss C-46 Commando,39,35,4,39,35,4,0,1950,7,3646
"Off O-shima Island, Japan",Military - U.S. Air Force,Douglas C-47D,26,23,3,25,22,3,0,1950,7,3645
"Porte Alegre, Brazil",Panair do Brasil,Lockheed 049 Constellation,50,43,7,50,43,7,0,1950,7,3644
"Tunbukta, Algeria",Cie Air Transport,Bristol 170 Freighter 21,26,22,4,26,22,4,0,1950,7,3643
"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )
SAVG",Lockheed 18 LodeStar,12,10,2,12,10,2,0,1950,7,3642
"Karaganda, Russia",Aeroflot,Ilyushin IL-12,25,19,6,25,19,6,0,1950,7,3641
"Near Fairfield, California",Military - U.S. Air Force,Boeing B-29MR,20,0,20,12,0,12,7,1950,8,3640
"Near Eagle, Colorado",American Airlines,Douglas DC-6,59,54,5,1,1,0,0,1950,8,3639
"Kampong Jenera, Malaysia",Military - Royal Air Force,Douglas C-47B,12,7,5,12,7,5,0,1950,8,3638
"Near Wadi Natrun, Egypt",Trans World Airlines,Lockheed 749A Constellation,55,48,7,55,48,7,0,1950,8,3637
"Utica, New York",Robinson Airlines,Douglas DC-3,23,20,3,16,13,3,0,1950,9,3636
"Tehran, Iran",Iran Air,Douglas DC-3,8,5,3,8,5,3,0,1950,9,3635
"Kwajalein, Marshall Islands",Military - U.S. Navy,Douglas R5D-3,26,19,7,26,19,7,0,1950,9,3634
"Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,11,7,4,10,6,4,0,1950,9,3633
"Karlstad, Sweden",Svenska Aero,Avro Ninteen I,10,9,1,10,9,1,0,1950,9,3632
"Near Kyushu Island, Japan",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),51,43,8,23,18,5,0,1950,9,3631
"Casablanca, Morocco",Air Atlas,Douglas DC-3,7,4,3,4,1,3,0,1950,10,3630
"Almelund, Minnisota",Northwest Orient Airlines,Martin 202,6,3,3,6,3,3,0,1950,10,3629
"London, England",British European Airways,Douglas C-47A,29,24,5,28,24,4,0,1950,10,3628
"London Heathrow, England",British European Airways,Vickers 610 Viking-1B,30,26,4,28,24,4,0,1950,10,3627
"Mont Blanc, France",Air India,Lockheed 749 Constellation,48,40,8,48,40,8,0,1950,11,3626
"Near Butte, Montana",Northwest Orient Airlines,Martin 202,21,17,4,21,17,4,0,1950,11,3625
"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Douglas C-54B-1-DC,58,51,7,58,51,7,0,1950,11,3624
"Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,23,20,3,2,0,2,0,1950,11,3623
"Near Moran Junction, Wyoming",New Tribes Mission,Douglas DC-3,21,18,3,21,18,3,0,1950,11,3622
"Cuzco, Peru",Faucett,Douglas DC-3,9,5,4,9,5,4,0,1950,11,3621
"Khitka, Bhutan",Indamer,Douglas C-47A,3,0,3,3,0,3,0,1950,11,3620
"Near Chamaran, Iran",Iran Air,Douglas DC-3,8,7,1,8,7,1,0,1950,12,3619
"Bangui, French Equatorial Africa",T.A. Intercontinentaux,Douglas C-54A,56,50,6,46,43,3,0,1950,12,3618
"Ruig Piner, France",Air Atlas,Douglas DC-3,7,4,3,5,2,3,0,1950,12,3617
"Katagiri, India",Air India,Douglas DC-3,21,17,4,21,17,4,0,1950,12,3616
"Londrina, Brazil",VASP,Douglas DC-3,31,25,6,0,0,0,3,1950,12,3615
"Ribeirao, Brazil",VASP,Douglas DC-3,20,16,4,1,1,0,1,1950,12,3614
"Valera, Venezuela",Avensa,Douglas C-47-DL,31,28,3,31,28,3,0,1950,12,3613
"Near Baguio, Philippines",Military - U.S. Air Force,Douglas C54E-DO (DC-4),38,31,7,38,31,7,0,1950,12,3612
"Penticton, British Columbia, Canada",Canadian Pacific Air Lines,Douglas DC-3,18,15,3,2,0,2,0,1950,12,3611
"Santiago del Estado, Argentina",Aerolineas Argentinas,Douglas DC-3,18,13,5,17,12,5,0,1950,12,3610
"Ixopo, South Africa",United Airways,de Havilland Dove 1,12,10,2,12,10,2,0,1951,1,3609
"Mt. Bukit, Besar,Thailand",Air Carriers,Douglas DC-3,10,7,3,10,7,3,0,1951,1,3608
"Philadelphia, Pennsylvania",National Airlines,Douglas DC-4-1009,28,25,3,7,6,1,0,1951,1,3607
"Near Reardan, Washington",Northwest Orient Airlines,Martin 202,10,7,3,10,7,3,0,1951,1,3606
"Near Civitavecchia, Italy",Alitalia,Savoia Marchetti SM-95,17,12,5,14,10,4,0,1951,1,3605
"Near An tung, Taiwan",Military -Royal Air Force,Short Sunderland 9 (flying boat),14,7,7,14,7,7,0,1951,1,3604
"Off Hafnarfjorour, Iceland",Icelandair,Douglas DC-3,20,17,3,20,17,3,0,1951,1,3603
"Near Mt. Cameroon, Buea, British Cameroons",Air France,Douglas DC-4,29,23,6,29,23,6,0,1951,2,3602
"Yali, Colombia",Lineas Aéreas Nacionales,Curtiss C-46A,2,0,2,2,0,2,0,1951,2,3601
"Sioux City, Iowa",Mid Continent Airlines,Douglas DC-3,25,21,4,16,13,3,0,1951,3,3600
"Mt. Butler, Hong Kong",Pacific Overseas Airways,Douglas DC-4,24,20,4,24,20,4,0,1951,3,3599
"Corozal, Colombia",LANSA,Douglas C-47,29,26,3,29,26,3,0,1951,3,3598
"Off Florianopolis, Brazil",Cruzeiro,Douglas DC-3,14,10,4,3,3,0,0,1951,3,3597
Over the North Atlantic,Military - U.S. Air Force,Douglas C-124A Globemaster,53,48,5,53,48,5,0,1951,3,3596
"Irkutsk, Russia",Aeroflot,Lisunov LI-2,13,9,4,12,8,4,0,1951,3,3595
"Rio Grande, Argentina",Aerolineas Argentinas,Douglas DC-3,24,20,4,11,8,3,2,1951,3,3594
"Manchester, England",Air Transport Charter,Douglas C-47A-75-DL Dakota 3,3,0,3,2,0,2,0,1951,3,3593
"Bogota, Colombia",AVIANCA,Douglas DC-3,26,24,2,26,24,2,0,1951,4,3592
"Refugio Pass, near Santa Barbara, California",Southwest Airways,Douglas DC-3,22,19,3,22,19,3,0,1951,4,3591
"Near Charleston, West Virginia",Military - U.S. Air Force,Douglas C-47B-DK,21,18,3,21,18,3,0,1951,4,3590
"Cape d'Arguilar, Hong Kong",Siamese Airways,Douglas DC-3,16,11,5,16,11,5,0,1951,4,3589
"Key West, Florida",Cubana de Aviacion / Military -  US Navy,Douglas DC-4 /Beechcraft SMB-1,43,34,9,43,34,9,0,1951,4,3588
"Fort Wayne, Indiana",United Air Lines,Douglas DC-3,11,8,3,11,8,3,0,1951,4,3587
"Near Albuquerque, New Mexico",Military - U.S. Air Force,Convair B-36D,25,0,25,23,0,23,0,1951,5,3586
"Bordeaux, France",Hunting Air Travel,Vickers 639 Viking 1,32,27,5,2,0,2,0,1951,5,3585
"Rancharia,  Brazil",VASP,Douglas DC-3,7,4,3,7,4,3,0,1951,5,3584
"New Boston, Texas",Military - U.S. Air Force,Fairchild C-82,10,0,10,10,0,10,0,1951,6,3583
"Rio de Janeiro, Brazil",Lineas Aéreas Trans. Brasileira,Douglas DC-3D,19,16,3,2,1,1,0,1951,6,3582
"Medellin, Colombia",Sociedad Aeronautica Medellin,Douglas C-47A,3,0,3,3,0,3,0,1951,6,3581
"Near Sanoyea, Liberia",Pan American World Airways,Lockheed 049 Constellation,40,31,9,40,31,9,0,1951,6,3580
"Near Rijeka, Yugoslavia",JAT Yugoslav Airlines,Junkers 52/3m,14,11,3,14,11,3,0,1951,6,3579
"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,Douglas DC-6B,50,45,5,50,45,5,0,1951,6,3578
"Lyneham AFB, England",Military - Royal Air Force,Vickers Valetta C-1,10,0,10,10,0,10,0,1951,7,3577
"Near Tezpur, India",Indamer,Douglas C-47B,3,0,3,3,0,3,0,1951,7,3576
"Aracaju, Brazil",Loide Aereo Nacional,Douglas DC-3,33,28,5,33,28,5,0,1951,7,3575
"Off Lae, New Guinea",Qantas,de Havilland DHA-3 Drover II,7,5,2,7,5,2,0,1951,7,3574
"Thudamot, China",Air Outre-Mer,Douglas C-47A,3,0,3,3,0,3,0,1951,7,3573
"Near Sitka, Alaska",Canadian Pacific Air Lines,Douglas C-54A,37,31,6,37,31,6,0,1951,7,3572
"Gao, Mali",Sabena,Douglas DC-3,3,0,3,3,0,3,0,1951,7,3571
"Cochabamba, Bolivia",Loide Aéreo Nacional,Curtiss C-46A,7,4,3,7,4,3,0,1951,7,3570
"Moisville, France",Air France,Douglas DC-3D,5,0,5,5,0,5,0,1951,8,3569
"Decoto, California",United Air Lines,Douglas DC-6B,50,44,6,50,44,6,0,1951,8,3568
"Sao Paulo, Brazil",VASP,Douglas DC-3,13,9,4,13,9,4,3,1951,9,3567
"Off Ialas Baeares, Spain",Societe Alpes Provence,Douglas DC-3,39,36,3,39,36,3,0,1951,9,3566
"Off Redwood City, California",United Air Lines,Boeing 377 Stratocruiser 10-34,3,0,3,3,0,3,0,1951,9,3565
"Bangalore, India",Air India,Douglas C-47A-30-DK Dakota III,28,24,4,22,21,1,0,1951,9,3564
Near Tachikawa Air Base,Military - US Air Force,Fairchild C-119C-15-FA Flying Boxcar,14,0,14,14,0,14,0,1951,9,3563
"La Paz, Bolivia",Frigorifico Cooperativo Los Andes,Curtiss C-46D-15-CU,27,24,3,27,24,3,0,1951,9,3562
"Cerro Blanco, Mexico",Aero Transportes,Douglas DC-3,8,5,3,8,5,3,0,1951,10,3561
"East Griqualand, South Africa",South African Airways,Douglas DC-3,17,13,4,17,13,4,0,1951,10,3560
North Atlantic,Military - U.S. Air Force,Boeing C-97A Stratofreighter,12,9,3,12,9,3,0,1951,10,3559
"Mt. Benson, BC, Canada",Queen Charlotte Airlines,Consolidated PBY-5A Catalina,23,20,3,23,20,3,0,1951,10,3558
"Skopje, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,12,9,3,12,9,3,0,1951,10,3557
"Near Flores, Guatemala",Military - Guatemalan Air Force,Douglas C-47,29,25,4,27,23,4,0,1951,10,3556
"Near Tucumcari, New Mexico",Transocean Air Lines,Martin 202,29,26,3,1,1,0,0,1951,11,3555
"Puy-de-Dôme, France",Military - U. S. Air Force,Fairchild C-82 Packet,36,32,4,36,32,4,0,1951,11,3554
"Near Lodz, Poland",LOT Polish Airlines,Lisunov Li-2P,18,14,4,18,14,4,0,1951,11,3553
"Near  Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,23,19,4,23,19,4,0,1951,11,3552
"Cairo, Egypt",Devlet Hava Yollari,Douglas DC-3,5,4,1,5,4,1,0,1951,11,3551
"Calcutta, India",Deccan Airways,Douglas DC-3,17,13,4,16,12,4,0,1951,11,3550
"Zurich, Switzerland",El Al,Douglas DC-4,7,0,7,6,0,6,0,1951,11,3549
"San Luis Acatlan, Mexico",Lineas Aereas Unidas,DC-2-243,21,18,3,13,11,2,0,1951,11,3548
"Denver, Colorado",United Air Lines,Douglas DC-3A,3,0,3,3,0,3,0,1951,12,3547
"Yaramunda, Papua, New Guinea",Qantas,de Havilland DH-84 Dragon,3,2,1,3,2,1,0,1951,12,3546
"Elizabeth, New Jersey",Miami Airlines,Curtiss Wright C-46F,56,52,4,56,52,4,1,1951,12,3545
"Tehran, Iran",Misrair,SNCASE Languedoc,22,18,4,22,18,4,0,1951,12,3544
"Near Namtso, Russia",Aeroflot,Lisunov LI-2,20,14,6,20,14,6,0,1951,12,3543
"Near Little Valley, New York",Continental Charters,Curtiss C-46A-50-CU,40,36,4,26,23,3,0,1951,12,3542
"Near Fairbanks, Alaska",Transocean Air Lines,Curtiss C 46F-CU,4,2,2,4,2,2,0,1951,12,3541
"Near Phoenix, Arizona",Military - U.S. Air Force,Douglas C-47D,28,24,4,28,24,4,0,1951,12,3540
